Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls.1,Ast.1,G+A.1,G-PK.1,G+A-PK,xG.1,xAG.1,xG+xAG,npxG.1,npxG+xAG.1,Market Value (M€)
90,Eiran Cashin,ie IRL,DF,Brighton,22.0,2001,2.0,0.0,20.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,0.00,0.00,0.00,0.00,0.0,0.00,0.00,0.0,0.00,0.00,
91,Timothy Castagne,be BEL,DF,Fulham,28.0,1995,24.0,17.0,1.649,18.3,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.4,0.4,1.2,1.6,17.0,62.0,67.0,0.00,0.05,0.05,0.00,0.05,0.02,0.07,0.09,0.02,0.09,
92,Trevoh Chalobah,eng ENG,DF,Crystal Palace,25.0,1999,12.0,12.0,1.06,11.8,3.0,0.0,3.0,3.0,0.0,0.0,1.0,0.0,1.2,1.2,0.4,1.6,11.0,34.0,6.0,0.25,0.00,0.25,0.25,0.25,0.10,0.03,0.14,0.10,0.14,25.0
93,Trevoh Chalobah,eng ENG,DF,Chelsea,25.0,1999,13.0,11.0,910.0,10.1,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.8,0.8,1.2,2.0,4.0,37.0,2.0,0.00,0.10,0.10,0.00,0.1,0.08,0.12,0.19,0.08,0.19,25.0
94,Conor Chaplin,eng ENG,"MF,FW",Ipswich Town,27.0,1997,22.0,10.0,857.0,9.5,1.0,1.0,2.0,1.0,0.0,0.0,2.0,0.0,1.5,1.5,0.7,2.2,13.0,29.0,23.0,0.11,0.11,0.21,0.11,0.21,0.16,0.07,0.23,0.16,0.23,
95,Youssef Chermiti,pt POR,"FW,MF",Everton,20.0,2004,4.0,0.0,45.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.0,0.1,0.0,1.0,6.0,0.00,0.00,0.00,0.00,0.0,0.22,0.00,0.22,0.22,0.22,
96,Federico Chiesa,it ITA,FW,Liverpool,26.0,1997,6.0,1.0,108.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.2,0.5,3.0,3.0,7.0,0.00,0.00,0.00,0.00,0.0,0.28,0.15,0.43,0.28,0.43,14.0
97,Ben Chilwell,eng ENG,DF,Crystal Palace,27.0,1996,8.0,1.0,259.0,2.9,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.2,0.2,0.8,1.0,5.0,8.0,15.0,0.35,0.00,0.35,0.35,0.35,0.08,0.26,0.34,0.08,0.34,
98,Chiquinho,pt POR,MF,Wolves,24.0,2000,1.0,0.0,7.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.0,0.00,0.42,0.42,0.00,0.42,
99,Hamza Choudhury,bd BAN,"MF,DF",Leicester City,26.0,1997,4.0,1.0,131.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,4.0,3.0,6.0,0.00,0.00,0.00,0.00,0.0,0.00,0.27,0.27,0.00,0.27,
100,Ryan Christie,sct SCO,MF,Bournemouth,29.0,1995,29.0,27.0,2.117,23.5,2.0,3.0,5.0,2.0,0.0,0.0,9.0,0.0,1.8,1.8,3.5,5.4,34.0,137.0,44.0,0.09,0.13,0.21,0.09,0.21,0.08,0.15,0.23,0.08,0.23,
Rk,Player,Nation,Pos,Squad,,Born,,,,,,,,,,,,,,,,,,,,Gls,Ast,G+A,G-PK,,xG,xAG,,npxG,npxG+xAG,
101,Harry Clarke,eng ENG,DF,Ipswich Town,23.0,2001,7.0,4.0,379.0,4.2,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.1,0.1,0.0,0.1,5.0,14.0,2.0,0.00,0.00,0.00,0.00,0.0,0.02,0.01,0.03,0.02,0.03,
102,Jack Clarke,eng ENG,"FW,MF",Ipswich Town,23.0,2000,32.0,12.0,1.181,13.1,0.0,4.0,4.0,0.0,0.0,0.0,2.0,0.0,1.2,1.2,2.3,3.5,39.0,44.0,57.0,0.00,0.30,0.30,0.00,0.3,0.09,0.17,0.26,0.09,0.26,
103,Nathaniel Clyne,eng ENG,"DF,MF",Crystal Palace,33.0,1991,13.0,5.0,483.0,5.4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.3,0.3,6.0,7.0,8.0,0.00,0.00,0.00,0.00,0.0,0.00,0.06,0.06,0.00,0.06,
104,Conor Coady,eng ENG,DF,Leicester City,31.0,1993,22.0,19.0,1.714,19.0,1.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,0.4,0.4,0.1,0.5,3.0,32.0,0.0,0.05,0.00,0.05,0.05,0.05,0.02,0.00,0.03,0.02,0.03,
105,Séamus Coleman,ie IRL,DF,Everton,35.0,1988,5.0,3.0,215.0,2.4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.6,0.6,0.0,0.6,1.0,11.0,7.0,0.00,0.00,0.00,0.00,0.0,0.24,0.00,0.24,0.24,0.24,
106,Nathan Collins,ie IRL,DF,Brentford,23.0,2001,38.0,38.0,3.42,38.0,2.0,3.0,5.0,2.0,0.0,0.0,5.0,0.0,2.5,2.5,1.8,4.3,32.0,127.0,18.0,0.05,0.08,0.13,0.05,0.13,0.07,0.05,0.11,0.07,0.11,28.0
107,Toby Collyer,eng ENG,MF,Manchester Utd,20.0,2004,6.0,0.0,179.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.3,0.4,0.0,5.0,2.0,0.00,0.00,0.00,0.00,0.0,0.09,0.13,0.22,0.09,0.22,
108,Levi Colwill,eng ENG,DF,Chelsea,21.0,2003,35.0,35.0,3.149,35.0,2.0,1.0,3.0,2.0,0.0,0.0,9.0,0.0,1.9,1.9,1.1,3.0,14.0,131.0,12.0,0.06,0.03,0.09,0.06,0.09,0.05,0.03,0.09,0.05,0.09,55.0
109,Lewis Cook,eng ENG,"MF,DF",Bournemouth,27.0,1997,36.0,32.0,2.978,33.1,1.0,3.0,4.0,1.0,0.0,0.0,8.0,1.0,0.9,0.9,4.1,5.1,33.0,158.0,52.0,0.03,0.09,0.12,0.03,0.12,0.03,0.12,0.15,0.03,0.15,15.0
110,Maxwel Cornet,ci CIV,FW,Southampton,27.0,1996,2.0,1.0,72.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.0,0.2,1.0,0.0,5.0,0.00,0.00,0.00,0.00,0.0,0.20,0.00,0.2,0.20,0.20,
111,Vladimír Coufal,cz CZE,DF,West Ham,31.0,1992,22.0,11.0,1.067,11.9,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.3,0.3,0.7,1.0,26.0,39.0,33.0,0.00,0.00,0.00,0.00,0.0,0.03,0.06,0.08,0.03,0.08,
112,Woyo Coulibaly,ml MLI,DF,Leicester City,25.0,1999,4.0,1.0,109.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,2.0,0.00,0.00,0.00,0.00,0.0,0.04,0.00,0.04,0.04,0.04,
113,Aaron Cresswell,eng ENG,DF,West Ham,34.0,1989,18.0,10.0,824.0,9.2,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.2,0.2,1.3,1.6,6.0,36.0,4.0,0.00,0.00,0.00,0.00,0.0,0.03,0.15,0.17,0.03,0.17,
114,Marc Cucurella,es ESP,DF,Chelsea,26.0,1998,36.0,33.0,2.988,33.2,5.0,1.0,6.0,5.0,0.0,0.0,10.0,1.0,2.8,2.8,2.1,4.9,35.0,118.0,117.0,0.15,0.03,0.18,0.15,0.18,0.08,0.06,0.15,0.08,0.15,35.0
115,Jorge Cuenca,es ESP,DF,Fulham,24.0,1999,8.0,4.0,351.0,3.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.00,0.00,0.00,0.00,0.0,0.01,0.00,0.01,0.01,0.01,
116,Matheus Cunha,br BRA,"MF,FW",Wolves,25.0,1999,33.0,29.0,2.597,28.9,15.0,6.0,21.0,15.0,0.0,0.0,4.0,0.0,8.6,8.6,7.7,16.4,112.0,144.0,161.0,0.52,0.21,0.73,0.52,0.73,0.30,0.27,0.57,0.30,0.57,60.0
117,Patson Daka,zm ZAM,"FW,MF",Leicester City,25.0,1998,23.0,6.0,736.0,8.2,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.3,1.3,0.1,1.3,11.0,8.0,36.0,0.12,0.00,0.12,0.12,0.12,0.15,0.01,0.16,0.15,0.16,
118,Diogo Dalot,pt POR,DF,Manchester Utd,25.0,1999,33.0,31.0,2.814,31.3,0.0,3.0,3.0,0.0,0.0,0.0,5.0,0.0,2.0,2.0,2.0,4.1,62.0,103.0,168.0,0.00,0.10,0.10,0.00,0.1,0.07,0.07,0.13,0.07,0.13,30.0
119,Mikkel Damsgaard,dk DEN,"MF,FW",Brentford,24.0,2000,38.0,34.0,2.911,32.3,2.0,10.0,12.0,2.0,0.0,0.0,2.0,0.0,2.8,2.8,8.4,11.2,73.0,234.0,137.0,0.06,0.31,0.37,0.06,0.37,0.09,0.26,0.35,0.09,0.35,28.0
120,Danilo,br BRA,"MF,FW",Nott'ham Forest,23.0,2001,8.0,5.0,275.0,3.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,11.0,1.0,0.00,0.00,0.00,0.00,0.0,0.00,0.00,0.0,0.00,0.00,
121,Jayden Danns,eng ENG,MF,Liverpool,18.0,2006,1.0,0.0,11.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.0,0.00,0.00,0.0,0.00,0.00,
122,Kevin Danso,at AUT,DF,Tottenham,25.0,1998,10.0,9.0,842.0,9.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.1,0.5,11.0,19.0,1.0,0.00,0.00,0.00,0.00,0.0,0.04,0.01,0.05,0.04,0.05,25.0
123,Ben Davies,wls WAL,DF,Tottenham,31.0,1993,17.0,14.0,1.331,14.8,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.3,0.3,0.2,0.5,14.0,52.0,6.0,0.00,0.00,0.00,0.00,0.0,0.02,0.01,0.03,0.02,0.03,
124,Leif Davis,eng ENG,DF,Ipswich Town,24.0,2000,33.0,32.0,2.743,30.5,1.0,2.0,3.0,1.0,0.0,0.0,5.0,1.0,1.0,1.0,4.9,5.8,52.0,59.0,137.0,0.03,0.07,0.10,0.03,0.1,0.03,0.16,0.19,0.03,0.19,
125,Craig Dawson,eng ENG,DF,Wolves,34.0,1990,15.0,10.0,971.0,10.8,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.5,0.5,0.0,0.5,6.0,20.0,5.0,0.00,0.00,0.00,0.00,0.0,0.05,0.00,0.05,0.05,0.05,
Rk,Player,Nation,Pos,Squad,,Born,,,,,,,,,,,,,,,,,,,,Gls,Ast,G+A,G-PK,,xG,xAG,,npxG,npxG+xAG,
126,Kevin De Bruyne,be BEL,"MF,FW",Manchester City,33.0,1991,28.0,19.0,1.702,18.9,4.0,7.0,11.0,4.0,0.0,0.0,2.0,0.0,5.1,5.1,8.0,13.1,51.0,157.0,150.0,0.21,0.37,0.58,0.21,0.58,0.27,0.42,0.69,0.27,0.69,
127,Bobby De Cordova-Reid,jm JAM,FW,Leicester City,31.0,1993,23.0,9.0,744.0,8.3,1.0,2.0,3.0,1.0,0.0,0.0,2.0,0.0,0.8,0.8,1.2,2.0,14.0,15.0,48.0,0.12,0.24,0.36,0.12,0.36,0.10,0.15,0.24,0.10,0.24,
128,Liam Delap,eng ENG,FW,Ipswich Town,21.0,2003,37.0,32.0,2.593,28.8,12.0,2.0,14.0,10.0,2.0,2.0,12.0,0.0,9.3,7.8,1.9,9.7,61.0,30.0,110.0,0.42,0.07,0.49,0.35,0.42,0.32,0.07,0.39,0.27,0.34,40.0
129,Sepp van den Berg,nl NED,DF,Brentford,22.0,2001,31.0,29.0,2.586,28.7,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,2.0,0.8,2.8,12.0,79.0,28.0,0.00,0.00,0.00,0.00,0.0,0.07,0.03,0.1,0.07,0.10,22.0
130,Justin Devenny,nir NIR,MF,Crystal Palace,20.0,2003,23.0,4.0,507.0,5.6,1.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,0.8,0.8,0.6,1.4,5.0,21.0,13.0,0.18,0.18,0.36,0.18,0.36,0.14,0.11,0.25,0.14,0.25,
131,Kiernan Dewsbury-Hall,eng ENG,"MF,FW",Chelsea,25.0,1998,13.0,2.0,264.0,2.9,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,1.1,1.3,5.0,14.0,11.0,0.00,0.34,0.34,0.00,0.34,0.08,0.36,0.44,0.08,0.44,20.0
132,Amad Diallo,ci CIV,"MF,FW",Manchester Utd,22.0,2002,26.0,20.0,1.901,21.1,8.0,6.0,14.0,8.0,0.0,0.0,5.0,0.0,4.7,4.7,4.9,9.6,109.0,60.0,200.0,0.38,0.28,0.66,0.38,0.66,0.22,0.23,0.45,0.22,0.45,45.0
133,Rúben Dias,pt POR,DF,Manchester City,27.0,1997,27.0,25.0,2.271,25.2,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.5,1.5,0.3,1.8,43.0,160.0,8.0,0.00,0.00,0.00,0.00,0.0,0.06,0.01,0.07,0.06,0.07,65.0
134,Luis Díaz,co COL,FW,Liverpool,27.0,1997,36.0,28.0,2.399,26.7,13.0,5.0,18.0,13.0,0.0,0.0,2.0,0.0,12.0,12.0,5.0,17.1,108.0,110.0,293.0,0.49,0.19,0.68,0.49,0.68,0.45,0.19,0.64,0.45,0.64,70.0
135,Tyler Dibling,eng ENG,"FW,MF",Southampton,18.0,2006,33.0,20.0,1.874,20.8,2.0,0.0,2.0,2.0,0.0,0.0,6.0,0.0,2.5,2.5,1.5,4.1,69.0,64.0,96.0,0.10,0.00,0.10,0.10,0.1,0.12,0.07,0.2,0.12,0.20,
136,Lucas Digne,fr FRA,DF,Aston Villa,31.0,1993,32.0,28.0,2.351,26.1,0.0,4.0,4.0,0.0,0.0,0.0,4.0,0.0,0.8,0.8,4.7,5.5,23.0,57.0,142.0,0.00,0.15,0.15,0.00,0.15,0.03,0.18,0.21,0.03,0.21,
137,Issa Diop,fr FRA,DF,Fulham,27.0,1997,21.0,15.0,1.339,14.9,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.5,0.5,0.1,0.6,6.0,25.0,3.0,0.00,0.00,0.00,0.00,0.0,0.04,0.01,0.04,0.04,0.04,
138,Axel Disasi,fr FRA,DF,Aston Villa,26.0,1998,7.0,5.0,490.0,5.4,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.1,0.1,0.4,0.5,10.0,16.0,5.0,0.00,0.00,0.00,0.00,0.0,0.02,0.07,0.09,0.02,0.09,22.0
139,Axel Disasi,fr FRA,DF,Chelsea,26.0,1998,6.0,4.0,364.0,4.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.3,0.3,0.1,0.4,6.0,16.0,2.0,0.25,0.00,0.25,0.25,0.25,0.07,0.02,0.09,0.07,0.09,22.0
140,Roman Dixon,eng ENG,DF,Everton,19.0,2004,1.0,1.0,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.00,0.00,0.00,0.00,0.0,0.00,0.00,0.0,0.00,0.00,
141,Nasser Djiga,bf BFA,DF,Wolves,21.0,2002,5.0,1.0,66.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.00,0.00,0.00,0.00,0.0,0.00,0.00,0.0,0.00,0.00,
142,Matt Doherty,ie IRL,DF,Wolves,32.0,1992,30.0,25.0,2.109,23.4,2.0,1.0,3.0,2.0,0.0,0.0,6.0,0.0,1.0,1.0,1.5,2.6,29.0,79.0,41.0,0.09,0.04,0.13,0.09,0.13,0.04,0.07,0.11,0.04,0.11,
143,Jeremy Doku,be BEL,"FW,MF",Manchester City,22.0,2002,29.0,16.0,1.516,16.8,3.0,6.0,9.0,3.0,0.0,0.0,1.0,0.0,1.3,1.3,4.8,6.1,213.0,69.0,286.0,0.18,0.36,0.53,0.18,0.53,0.08,0.29,0.36,0.08,0.36,50.0
144,Nicolás Domínguez,ar ARG,"MF,FW",Nott'ham Forest,26.0,1998,34.0,23.0,1.963,21.8,0.0,1.0,1.0,0.0,0.0,0.0,9.0,0.0,1.5,1.5,1.3,2.8,16.0,83.0,33.0,0.00,0.05,0.05,0.00,0.05,0.07,0.06,0.13,0.07,0.13,18.0
145,Patrick Dorgu,dk DEN,DF,Manchester Utd,19.0,2004,12.0,10.0,842.0,9.4,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.4,0.4,0.7,1.2,41.0,34.0,83.0,0.00,0.00,0.00,0.00,0.0,0.05,0.08,0.12,0.05,0.12,25.0
146,Alfie Dorrington,eng ENG,DF,Tottenham,19.0,2005,1.0,0.0,14.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.0,0.00,0.00,0.0,0.00,0.00,
147,Abdoulaye Doucouré,ml MLI,MF,Everton,31.0,1993,33.0,31.0,2.564,28.5,3.0,2.0,5.0,3.0,0.0,0.0,5.0,1.0,4.1,4.1,2.4,6.6,42.0,82.0,96.0,0.11,0.07,0.18,0.11,0.18,0.15,0.09,0.23,0.15,0.23,
148,Cheick Doucouré,ml MLI,MF,Crystal Palace,24.0,2000,13.0,4.0,452.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.4,0.4,0.0,0.4,2.0,19.0,7.0,0.00,0.00,0.00,0.00,0.0,0.08,0.00,0.08,0.08,0.08,25.0
149,Flynn Downes,eng ENG,MF,Southampton,25.0,1999,27.0,25.0,2.151,23.9,1.0,0.0,1.0,1.0,0.0,0.0,12.0,0.0,0.6,0.6,1.1,1.7,29.0,66.0,29.0,0.04,0.00,0.04,0.04,0.04,0.03,0.05,0.07,0.03,0.07,
150,Tommy Doyle,eng ENG,MF,Wolves,22.0,2001,24.0,3.0,488.0,5.4,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.6,0.6,0.5,1.1,6.0,40.0,4.0,0.00,0.18,0.18,0.00,0.18,0.10,0.09,0.2,0.10,0.20,
Rk,Player,Nation,Pos,Squad,,Born,,,,,,,,,,,,,,,,,,,,Gls,Ast,G+A,G-PK,,xG,xAG,,npxG,npxG+xAG,
151,Radu Drăgușin,ro ROU,DF,Tottenham,22.0,2002,16.0,14.0,1.252,13.9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.4,0.5,7.0,37.0,2.0,0.00,0.00,0.00,0.00,0.0,0.01,0.03,0.04,0.01,0.04,25.0
152,Martin Dúbravka,sk SVK,GK,Newcastle Utd,35.0,1989,10.0,10.0,900.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.0,0.00,0.00,0.0,0.00,0.00,1.0
153,Lewis Dunk,eng ENG,DF,Brighton,32.0,1991,25.0,23.0,2.083,23.1,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.8,0.8,0.5,1.3,20.0,142.0,3.0,0.00,0.00,0.00,0.00,0.0,0.03,0.02,0.06,0.03,0.06,
154,Jáder Durán,co COL,FW,Aston Villa,20.0,2003,20.0,4.0,638.0,7.1,7.0,0.0,7.0,7.0,0.0,0.0,3.0,1.0,4.9,4.9,0.2,5.1,7.0,13.0,44.0,0.99,0.00,0.99,0.99,0.99,0.69,0.03,0.71,0.69,0.71,
155,Claudio Echeverri,ar ARG,FW,Manchester City,18.0,2006,1.0,0.0,6.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.00,0.00,0.00,0.00,0.0,0.00,0.00,0.0,0.00,0.00,18.0
156,Ederson,br BRA,GK,Manchester City,30.0,1993,26.0,26.0,2.32,25.8,0.0,4.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1.5,1.5,0.0,2.0,0.0,0.00,0.16,0.16,0.00,0.16,0.00,0.06,0.06,0.00,0.06,20.0
157,George Edmundson,eng ENG,DF,Ipswich Town,26.0,1997,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.0,0.00,0.00,0.0,0.00,0.00,
158,Odsonne Édouard,fr FRA,"MF,FW",Crystal Palace,26.0,1998,2.0,1.0,115.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.0,0.4,3.0,4.0,7.0,0.00,0.00,0.00,0.00,0.0,0.31,0.04,0.34,0.31,0.34,
159,Odsonne Édouard,fr FRA,FW,Leicester City,26.0,1998,4.0,0.0,29.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.00,0.00,0.00,0.00,0.0,0.00,0.13,0.13,0.00,0.13,
160,Samuel Edozie,eng ENG,"DF,FW",Southampton,21.0,2003,2.0,0.0,65.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1,0.1,6.0,4.0,23.0,0.00,0.00,0.00,0.00,0.0,0.00,0.14,0.14,0.00,0.14,
161,Ronnie Edwards,eng ENG,DF,Southampton,21.0,2003,1.0,0.0,12.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.0,0.00,0.00,0.0,0.00,0.00,
162,Anthony Elanga,se SWE,"FW,MF",Nott'ham Forest,22.0,2002,38.0,31.0,2.501,27.8,6.0,11.0,17.0,6.0,0.0,0.0,1.0,0.0,4.5,4.5,5.7,10.1,102.0,63.0,229.0,0.22,0.40,0.61,0.22,0.61,0.16,0.20,0.36,0.16,0.36,42.0
163,Harvey Elliott,eng ENG,MF,Liverpool,21.0,2003,18.0,2.0,371.0,4.1,1.0,2.0,3.0,1.0,0.0,0.0,1.0,0.0,1.8,1.8,1.1,2.8,10.0,44.0,30.0,0.24,0.49,0.73,0.24,0.73,0.43,0.26,0.69,0.43,0.69,30.0
164,Yunus Emre Konak,tr TUR,"FW,MF",Brentford,18.0,2006,10.0,0.0,42.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.2,1.0,2.0,2.0,0.00,0.00,0.00,0.00,0.0,0.33,0.00,0.33,0.33,0.33,
165,Julio Enciso,py PAR,"MF,FW",Ipswich Town,20.0,2004,13.0,12.0,869.0,9.7,2.0,3.0,5.0,2.0,0.0,0.0,3.0,0.0,1.7,1.7,1.4,3.1,23.0,28.0,44.0,0.21,0.31,0.52,0.21,0.52,0.18,0.14,0.32,0.18,0.32,22.0
166,Julio Enciso,py PAR,"MF,FW",Brighton,20.0,2004,12.0,2.0,294.0,3.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.2,1.2,11.0,14.0,17.0,0.00,0.00,0.00,0.00,0.0,0.31,0.07,0.38,0.31,0.38,22.0
167,Wataru Endo,jp JPN,"MF,DF",Liverpool,31.0,1993,20.0,1.0,273.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,1.0,19.0,8.0,0.00,0.00,0.00,0.00,0.0,0.00,0.02,0.02,0.00,0.02,
168,Christian Eriksen,dk DEN,MF,Manchester Utd,32.0,1992,23.0,11.0,1.061,11.8,1.0,2.0,3.0,0.0,1.0,1.0,4.0,0.0,1.4,0.6,3.2,3.8,13.0,55.0,29.0,0.08,0.17,0.25,0.00,0.17,0.12,0.27,0.39,0.05,0.32,
169,Romain Esse,eng ENG,MF,Crystal Palace,19.0,2005,7.0,1.0,138.0,1.5,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.3,0.3,0.4,0.7,1.0,7.0,14.0,0.65,0.65,1.30,0.65,1.3,0.21,0.27,0.48,0.21,0.48,
170,Pervis Estupiñán,ec ECU,DF,Brighton,26.0,1998,30.0,26.0,2.402,26.7,1.0,1.0,2.0,1.0,0.0,0.0,5.0,0.0,1.2,1.2,2.1,3.3,59.0,132.0,112.0,0.04,0.04,0.07,0.04,0.07,0.04,0.08,0.12,0.04,0.12,
171,Evanilson,br BRA,FW,Bournemouth,24.0,1999,31.0,28.0,2.319,25.8,10.0,1.0,11.0,10.0,0.0,1.0,1.0,1.0,12.5,11.7,1.9,13.6,29.0,28.0,99.0,0.39,0.04,0.43,0.39,0.43,0.48,0.07,0.56,0.45,0.53,35.0
172,Jake Evans,nan,FW,Leicester City,,,4.0,0.0,24.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.00,0.00,0.00,0.00,0.0,0.00,0.00,0.0,0.00,0.00,
173,Jonny Evans,nir NIR,DF,Manchester Utd,36.0,1988,7.0,3.0,315.0,3.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.0,0.1,3.0,10.0,3.0,0.00,0.00,0.00,0.00,0.0,0.04,0.00,0.04,0.04,0.04,
174,Eberechi Eze,eng ENG,"MF,FW",Crystal Palace,26.0,1998,34.0,31.0,2.588,28.8,8.0,8.0,16.0,7.0,1.0,2.0,1.0,0.0,10.5,8.9,6.2,15.1,69.0,97.0,153.0,0.28,0.28,0.56,0.24,0.52,0.36,0.22,0.58,0.31,0.53,55.0
175,Łukasz Fabiański,pl POL,GK,West Ham,39.0,1985,14.0,13.0,1.16,12.9,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.0,0.00,0.00,0.0,0.00,0.00,
Rk,Player,Nation,Pos,Squad,,Born,,,,,,,,,,,,,,,,,,,,Gls,Ast,G+A,G-PK,,xG,xAG,,npxG,npxG+xAG,
176,Wout Faes,be BEL,DF,Leicester City,26.0,1998,34.0,30.0,2.815,31.3,1.0,0.0,1.0,1.0,0.0,0.0,4.0,0.0,1.5,1.5,0.1,1.6,12.0,86.0,1.0,0.03,0.00,0.03,0.03,0.03,0.05,0.00,0.05,0.05,0.05,
177,Abdul Fatawu Issahaku,gh GHA,FW,Leicester City,20.0,2004,11.0,6.0,579.0,6.4,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,1.6,2.0,42.0,17.0,60.0,0.00,0.31,0.31,0.00,0.31,0.06,0.24,0.31,0.06,0.31,
